8698,Customer#000008698,-281.3,11-766-776-7267,ARGENTINA,"Ow,OK cWGZg,v61J1pV",are; epitaphs haggle furiously final deposits. slyly special pinto beans nag furi,137606.85499999998,443552
8698,Customer#000008698,-281.3,11-766-776-7267,ARGENTINA,"Ow,OK cWGZg,v61J1pV",are; epitaphs haggle furiously final deposits. slyly special pinto beans nag furi,164752.81999999998,443552
9149,Customer#000009149,-789.42,11-614-474-2894,ARGENTINA,"jJYaHVm8nO7XPj,SglOK,RWkhEVy",lyly pending escapades cajole. slyly ironic deposits about the blithely regular platelets sleep carefully ir,1609.7731999999999,470816
9149,Customer#000009149,-789.42,11-614-474-2894,ARGENTINA,"jJYaHVm8nO7XPj,SglOK,RWkhEVy",lyly pending escapades cajole. slyly ironic deposits about the blithely regular platelets sleep carefully ir,14186.5532,470816
9149,Customer#000009149,-789.42,11-614-474-2894,ARGENTINA,"jJYaHVm8nO7XPj,SglOK,RWkhEVy",lyly pending escapades cajole. slyly ironic deposits about the blithely regular platelets sleep carefully ir,85784.2262,470816
6046,Customer#000006046,8566.39,11-901-156-9794,ARGENTINA,3pqu0wwA NYnUQAx,telets sleep around the accounts. busily special theodolites along the fluffily silent deposits use fu,51378.04,466573
6046,Customer#000006046,8566.39,11-901-156-9794,ARGENTINA,3pqu0wwA NYnUQAx,telets sleep around the accounts. busily special theodolites along the fluffily silent deposits use fu,92124.9136,466573
9316,Customer#000009316,1740.47,11-438-577-1221,ARGENTINA,",CfVv fctTa 8VUC",s. even deposits believe furiously ironic requests. carefully ironic instructions alongside of,35521.503600000004,513416
9316,Customer#000009316,1740.47,11-438-577-1221,ARGENTINA,",CfVv fctTa 8VUC",s. even deposits believe furiously ironic requests. carefully ironic instructions alongside of,52298.58810000001,513416
9316,Customer#000009316,1740.47,11-438-577-1221,ARGENTINA,",CfVv fctTa 8VUC",s. even deposits believe furiously ironic requests. carefully ironic instructions alongside of,69599.9449,513416
9949,Customer#000009949,4506.67,11-916-975-8305,ARGENTINA,5rhn0cTpwvFkMGRcbAAw Tp5I9fkgBo,final platelets. daring deposits cajole furiously. furiously pending instructions cajole,3211.1351999999997,507353
9647,Customer#000009647,9371.85,11-146-981-6197,ARGENTINA,"nv,hR5Y3TJW8sm4A3ESwHEEZOS50H9OW","ic pinto beans sleep. unusual, pending i",62471.64,491951
8125,Customer#000008125,-800.69,11-197-480-4848,ARGENTINA,"1p9,y6q7WPE3jmgW",usly regular dolphins haggle slyly. blithely final deposits sleep regular excuses. slyly pending deposits a,36671.328,518822
8125,Customer#000008125,-800.69,11-197-480-4848,ARGENTINA,"1p9,y6q7WPE3jmgW",usly regular dolphins haggle slyly. blithely final deposits sleep regular excuses. slyly pending deposits a,96069.7776,518822
8125,Customer#000008125,-800.69,11-197-480-4848,ARGENTINA,"1p9,y6q7WPE3jmgW",usly regular dolphins haggle slyly. blithely final deposits sleep regular excuses. slyly pending deposits a,112652.3046,518822
8125,Customer#000008125,-800.69,11-197-480-4848,ARGENTINA,"1p9,y6q7WPE3jmgW",usly regular dolphins haggle slyly. blithely final deposits sleep regular excuses. slyly pending deposits a,125841.0846,518822
1661,Customer#000001661,1760.9,10-582-676-4365,ALGERIA,"IRXXgB,YgRc078y2i1C,87 1wZ",s. ideas play slyly slyly bold theodolites. furiously ironic packages na,36152.226,579104
1661,Customer#000001661,1760.9,10-582-676-4365,ALGERIA,"IRXXgB,YgRc078y2i1C,87 1wZ",s. ideas play slyly slyly bold theodolites. furiously ironic packages na,80951.73300000001,579104
10730,Customer#000010730,5374.88,11-687-455-3362,ARGENTINA,"0DI4C xwE6i,bsZu9l","inal accounts wake. quickly ironic foxes sleep after the ironic, silent deposits. slyly special accounts",14100.196,582728
10730,Customer#000010730,5374.88,11-687-455-3362,ARGENTINA,"0DI4C xwE6i,bsZu9l","inal accounts wake. quickly ironic foxes sleep after the ironic, silent deposits. slyly special accounts",33530.746,582732
10730,Customer#000010730,5374.88,11-687-455-3362,ARGENTINA,"0DI4C xwE6i,bsZu9l","inal accounts wake. quickly ironic foxes sleep after the ironic, silent deposits. slyly special accounts",75659.791,582733
10615,Customer#000010615,21.56,10-920-471-8746,ALGERIA,jW2gI8kxLgFsDX,rouches nag carefully against the blithely unusual accounts. slyly even braids cajole carefully. carefull,33548.58,615128
10615,Customer#000010615,21.56,10-920-471-8746,ALGERIA,jW2gI8kxLgFsDX,rouches nag carefully against the blithely unusual accounts. slyly even braids cajole carefully. carefull,71737.78,615129
2500,Customer#000002500,3399.16,10-338-582-4233,ALGERIA,pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q,ronic requests nod. warthogs ha,45851.052,621131
2500,Customer#000002500,3399.16,10-338-582-4233,ALGERIA,pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q,ronic requests nod. warthogs ha,106672.832,621132
2500,Customer#000002500,3399.16,10-338-582-4233,ALGERIA,pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q,ronic requests nod. warthogs ha,136262.41999999998,621136
2500,Customer#000002500,3399.16,10-338-582-4233,ALGERIA,pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q,ronic requests nod. warthogs ha,144240.16669999997,621137
2500,Customer#000002500,3399.16,10-338-582-4233,ALGERIA,pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q,ronic requests nod. warthogs ha,147857.15509999997,621138
3763,Customer#000003763,4028.53,10-168-733-4510,ALGERIA,E7Ozqbjq5K0bwYQqoDbF6CwpkVW,"the quickly pending theodolites wake about the pending ideas. final, express frays use blithely pending",3631.292,649410
3763,Customer#000003763,4028.53,10-168-733-4510,ALGERIA,E7Ozqbjq5K0bwYQqoDbF6CwpkVW,"the quickly pending theodolites wake about the pending ideas. final, express frays use blithely pending",12494.783,649411
11938,Customer#000011938,2730.0,11-885-561-3296,ARGENTINA,9uSzuU8bXswA8hZYNKA5mUGFWePtI6,carefully ironic asymptotes detect ag,34713.459,608792
11938,Customer#000011938,2730.0,11-885-561-3296,ARGENTINA,9uSzuU8bXswA8hZYNKA5mUGFWePtI6,carefully ironic asymptotes detect ag,88780.899,608792
4354,Customer#000004354,3985.46,12-123-524-5227,BRAZIL,7K8J8 y7TbI,e accounts sleep carefully final pinto beans. special dolphins cajole blithely; slyly bus,15494.333400000001,612006
4354,Customer#000004354,3985.46,12-123-524-5227,BRAZIL,7K8J8 y7TbI,e accounts sleep carefully final pinto beans. special dolphins cajole blithely; slyly bus,47513.820900000006,612006
2536,Customer#000002536,3349.04,12-887-215-3180,BRAZIL,qWYEvczT56xIu5Okn04 TbEWnWcHX,regular theodolites? theodolites haggle. blithely,96423.1996,612006
2536,Customer#000002536,3349.04,12-887-215-3180,BRAZIL,qWYEvczT56xIu5Okn04 TbEWnWcHX,regular theodolites? theodolites haggle. blithely,175339.16960000002,612006
6097,Customer#000006097,3963.9,12-742-944-8759,BRAZIL,KCW2zgHZRm36j90QVmQ9b5Ml,ding to the carefully silent accounts. special excuses wake. furiously final foxes about t,25579.8,612006
12316,Customer#000012316,-58.18,10-702-426-3507,ALGERIA,"HSdd96gnQIpN2IoDNYRs,qRsBGuAnyrMoOv",ts haggle until the carefully even deposits. slyly final orbits ab,46267.598999999995,666439
12316,Customer#000012316,-58.18,10-702-426-3507,ALGERIA,"HSdd96gnQIpN2IoDNYRs,qRsBGuAnyrMoOv",ts haggle until the carefully even deposits. slyly final orbits ab,77542.095,666441
842,Customer#000000842,8635.49,10-272-126-1413,ALGERIA,stRBRwdFCkdN,"silent pinto beans. bold, pending platelets sleep furiously express theodolites. fluffily express reque",54672.498,633336
842,Customer#000000842,8635.49,10-272-126-1413,ALGERIA,stRBRwdFCkdN,"silent pinto beans. bold, pending platelets sleep furiously express theodolites. fluffily express reque",91370.46919999999,633340
842,Customer#000000842,8635.49,10-272-126-1413,ALGERIA,stRBRwdFCkdN,"silent pinto beans. bold, pending platelets sleep furiously express theodolites. fluffily express reque",100239.40199999999,633342
11957,Customer#000011957,1376.67,10-177-944-3118,ALGERIA,79N66cjNpvsMb,old asymptotes. even requests wak,21212.8672,609761
11957,Customer#000011957,1376.67,10-177-944-3118,ALGERIA,79N66cjNpvsMb,old asymptotes. even requests wak,60656.6772,609761
4516,Customer#000004516,9695.25,12-832-616-4864,BRAZIL,"uXF5o6lFgURc9s6x,7P",eposits nag quietly. pinto beans sublate carefully. unusual ideas boost carefully carefully regular instruct,38886.33,612006
3443,Customer#000003443,5779.96,12-336-940-4115,BRAZIL,Lu5o89tc7IsXQnXlignpfR,uriously final theodolites. unusual ideas about the evenly regular deposits,9643.59,612006
8521,Customer#000008521,2034.2,12-576-797-1905,BRAZIL,",hHH9,7AwS,vjQc8ILj21emrjS9SC","y regular requests mold over the regular, final ideas. final pinto bean",5886.990000000001,612006
8521,Customer#000008521,2034.2,12-576-797-1905,BRAZIL,",hHH9,7AwS,vjQc8ILj21emrjS9SC","y regular requests mold over the regular, final ideas. final pinto bean",45986.002799999995,612006
4036,Customer#000004036,6017.64,12-903-719-4820,BRAZIL,mNYZJd9Ijpgy8P55tmI,are carefully against the quickly unusual accoun,35841.75,612006
4964,Customer#000004964,-630.92,12-861-274-9747,BRAZIL,"F5Ugp89W,ypoo41Q8EuABsa5iFtnV9","yly express dependencies. fluffily final pinto beans nag. express, bold sheaves poach ideas. fu",22545.3228,612006
4964,Customer#000004964,-630.92,12-861-274-9747,BRAZIL,"F5Ugp89W,ypoo41Q8EuABsa5iFtnV9","yly express dependencies. fluffily final pinto beans nag. express, bold sheaves poach ideas. fu",25610.6895,612006
4964,Customer#000004964,-630.92,12-861-274-9747,BRAZIL,"F5Ugp89W,ypoo41Q8EuABsa5iFtnV9","yly express dependencies. fluffily final pinto beans nag. express, bold sheaves poach ideas. fu",72180.23999999999,612006
4964,Customer#000004964,-630.92,12-861-274-9747,BRAZIL,"F5Ugp89W,ypoo41Q8EuABsa5iFtnV9","yly express dependencies. fluffily final pinto beans nag. express, bold sheaves poach ideas. fu",101834.78399999999,612006
3745,Customer#000003745,6388.42,12-983-148-5921,BRAZIL,l9zxjgbzkfUNt,ses are quickly. carefully special instructions according to the carefully expre,74910.23999999999,612006
11188,Customer#000011188,9707.79,12-324-314-7417,BRAZIL,tG5jBEkjTu3ngqj3RgZjxOvU3wwdf,"r pinto beans. ironic, express excuses wake quickly. slyly ironic requests solve special, special accounts. sil",42603.24600000001,612006
11188,Customer#000011188,9707.79,12-324-314-7417,BRAZIL,tG5jBEkjTu3ngqj3RgZjxOvU3wwdf,"r pinto beans. ironic, express excuses wake quickly. slyly ironic requests solve special, special accounts. sil",108380.6028,612006
11188,Customer#000011188,9707.79,12-324-314-7417,BRAZIL,tG5jBEkjTu3ngqj3RgZjxOvU3wwdf,"r pinto beans. ironic, express excuses wake quickly. slyly ironic requests solve special, special accounts. sil",163506.9468,612006
646,Customer#000000646,6074.42,12-177-329-4316,BRAZIL,"gogI8kweD 2H6U,01lbIp0UWUwljSue,KRcC",ptotes. silent requests cajole fluffily along the slyly permanent ideas. pending instr,58824.1472,681925
8162,Customer#000008162,7254.35,10-293-137-4729,ALGERIA,T4fb7zp7 noz4jdCb gb 2zdGjhQ,d excuses are quickly unusual gifts! silent requests wake quickly silent asymptotes. bl,22553.235,647480
8162,Customer#000008162,7254.35,10-293-137-4729,ALGERIA,T4fb7zp7 noz4jdCb gb 2zdGjhQ,d excuses are quickly unusual gifts! silent requests wake quickly silent asymptotes. bl,73054.1694,647482
8162,Customer#000008162,7254.35,10-293-137-4729,ALGERIA,T4fb7zp7 noz4jdCb gb 2zdGjhQ,d excuses are quickly unusual gifts! silent requests wake quickly silent asymptotes. bl,76146.0879,647483
8162,Customer#000008162,7254.35,10-293-137-4729,ALGERIA,T4fb7zp7 noz4jdCb gb 2zdGjhQ,d excuses are quickly unusual gifts! silent requests wake quickly silent asymptotes. bl,100619.7987,647484
8162,Customer#000008162,7254.35,10-293-137-4729,ALGERIA,T4fb7zp7 noz4jdCb gb 2zdGjhQ,d excuses are quickly unusual gifts! silent requests wake quickly silent asymptotes. bl,112238.7165,647485
8162,Customer#000008162,7254.35,10-293-137-4729,ALGERIA,T4fb7zp7 noz4jdCb gb 2zdGjhQ,d excuses are quickly unusual gifts! silent requests wake quickly silent asymptotes. bl,161505.5085,647488
12265,Customer#000012265,1976.52,10-810-863-3599,ALGERIA,FoLj3NYm7U3,fluffily quickly even pinto beans: pinto beans boost slyly carefully ironic ideas. blithely regular,22725.61,625470
12265,Customer#000012265,1976.52,10-810-863-3599,ALGERIA,FoLj3NYm7U3,fluffily quickly even pinto beans: pinto beans boost slyly carefully ironic ideas. blithely regular,72715.9588,625470
12265,Customer#000012265,1976.52,10-810-863-3599,ALGERIA,FoLj3NYm7U3,fluffily quickly even pinto beans: pinto beans boost slyly carefully ironic ideas. blithely regular,103034.2012,625470
4750,Customer#000004750,9831.62,12-380-306-2384,BRAZIL,pysLVv8bm8Jiv5,slyly. slyly final deposits print among the bold depths. slyly final packag,70424.735,612006
4750,Customer#000004750,9831.62,12-380-306-2384,BRAZIL,pysLVv8bm8Jiv5,slyly. slyly final deposits print among the bold depths. slyly final packag,105278.675,612006
4750,Customer#000004750,9831.62,12-380-306-2384,BRAZIL,pysLVv8bm8Jiv5,slyly. slyly final deposits print among the bold depths. slyly final packag,121435.9448,612006
5960,Customer#000005960,8020.8,12-968-699-7982,BRAZIL,gSLhlOKURGMgRRu HEzlTaPq5,riously special requests lose carefully ironic,65417.52,612006
5960,Customer#000005960,8020.8,12-968-699-7982,BRAZIL,gSLhlOKURGMgRRu HEzlTaPq5,riously special requests lose carefully ironic,103796.4,612006
6394,Customer#000006394,5972.35,12-653-895-4516,BRAZIL,"Qsb,p1hXnullljxxWg7svdXJSXRT58Tjxm2",rs doubt even requests. slyly express requests haggle ironic packages. pending accounts nag fluffily after,21603.512000000002,612006
7396,Customer#000007396,7202.98,12-809-259-5120,BRAZIL,JbYxL0VdaAErS9,hely. slowly regular grouches wake according to the final foxes. instructions use against the ironi,20030.9112,612006
7396,Customer#000007396,7202.98,12-809-259-5120,BRAZIL,JbYxL0VdaAErS9,hely. slowly regular grouches wake according to the final foxes. instructions use against the ironi,61401.1008,612006
7396,Customer#000007396,7202.98,12-809-259-5120,BRAZIL,JbYxL0VdaAErS9,hely. slowly regular grouches wake according to the final foxes. instructions use against the ironi,82757.8608,612006
9224,Customer#000009224,2992.21,11-986-988-6131,ARGENTINA,GBtbTSikba6WyZx4C,arthogs! blithely ironic dolphins wake. regular instructions use a,51126.902400000006,696185
5567,Customer#000005567,1953.48,12-375-830-4168,BRAZIL,"BoSnhd0ohiPPpRgFvTSZ,8,k52wehaHWURMw,B",ts affix quickly among the blithely regular packages. regular,3069.6444,612006
5567,Customer#000005567,1953.48,12-375-830-4168,BRAZIL,"BoSnhd0ohiPPpRgFvTSZ,8,k52wehaHWURMw,B",ts affix quickly among the blithely regular packages. regular,16051.5324,612006
11464,Customer#000011464,3563.78,12-431-966-8148,BRAZIL,lGBKZflXl7CuDmjT,"the final, final deposits. slyly final p",71058.1536,612006
5599,Customer#000005599,431.5,12-604-135-8848,BRAZIL,"Hx8w,wA4vfGfgID8N054EkCg0eor6b1oO,4hNz",excuses after the carefully pending requests ne,66419.712,612006
5599,Customer#000005599,431.5,12-604-135-8848,BRAZIL,"Hx8w,wA4vfGfgID8N054EkCg0eor6b1oO,4hNz",excuses after the carefully pending requests ne,86112.45,612006
5599,Customer#000005599,431.5,12-604-135-8848,BRAZIL,"Hx8w,wA4vfGfgID8N054EkCg0eor6b1oO,4hNz",excuses after the carefully pending requests ne,91686.20999999999,612006
346,Customer#000000346,238.14,12-100-890-4659,BRAZIL,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",ickly even pinto beans affix across the bravel,61233.903,612006
346,Customer#000000346,238.14,12-100-890-4659,BRAZIL,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",ickly even pinto beans affix across the bravel,94924.7574,612006
346,Customer#000000346,238.14,12-100-890-4659,BRAZIL,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",ickly even pinto beans affix across the bravel,138237.7974,612006
346,Customer#000000346,238.14,12-100-890-4659,BRAZIL,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",ickly even pinto beans affix across the bravel,174540.6294,612006
12769,Customer#000012769,7823.99,10-181-529-2838,ALGERIA,wx9p5ZuTjfB49mJEKiDT AqitK9Y3fXI3,"sly in place of the carefully ironic ideas. carefully unusual dependencies are blithely blithe, express deposits",26741.88,651174
12769,Customer#000012769,7823.99,10-181-529-2838,ALGERIA,wx9p5ZuTjfB49mJEKiDT AqitK9Y3fXI3,"sly in place of the carefully ironic ideas. carefully unusual dependencies are blithely blithe, express deposits",67274.2125,651174
2560,Customer#000002560,6975.1,12-739-219-4649,BRAZIL,"lyTAp0FYxG1Xv6 5J6IBSGG,eGg7EQYR",ccounts. quickly unusual requests sleep carefully. furiously even packages across the furio,1510.749,689763
9655,Customer#000009655,9628.54,12-833-249-3966,BRAZIL,dxG8m37rs1cxjjfqNJF,"structions. carefully express requests cajole regular, careful theodolites. even dependenc",51444.666,684659
9655,Customer#000009655,9628.54,12-833-249-3966,BRAZIL,dxG8m37rs1cxjjfqNJF,"structions. carefully express requests cajole regular, careful theodolites. even dependenc",101663.11799999999,684661
9655,Customer#000009655,9628.54,12-833-249-3966,BRAZIL,dxG8m37rs1cxjjfqNJF,"structions. carefully express requests cajole regular, careful theodolites. even dependenc",177271.2252,684663
646,Customer#000000646,6074.42,12-177-329-4316,BRAZIL,"gogI8kweD 2H6U,01lbIp0UWUwljSue,KRcC",ptotes. silent requests cajole fluffily along the slyly permanent ideas. pending instr,93082.2953,681928
1529,Customer#000001529,8221.42,12-170-370-8690,BRAZIL,NYQrlaZMT2rOQadTbfSpAdPPTQwpWQEEWD,"each blithely. ironic, even packages sleep slyly alongside of the furiousl",5261.556,612006
1529,Customer#000001529,8221.42,12-170-370-8690,BRAZIL,NYQrlaZMT2rOQadTbfSpAdPPTQwpWQEEWD,"each blithely. ironic, even packages sleep slyly alongside of the furiousl",79827.86159999999,612006
2560,Customer#000002560,6975.1,12-739-219-4649,BRAZIL,"lyTAp0FYxG1Xv6 5J6IBSGG,eGg7EQYR",ccounts. quickly unusual requests sleep carefully. furiously even packages across the furio,13359.1674,689766
2461,Customer#000002461,6608.07,11-951-416-6867,ARGENTINA,Mb2R26LrSWTGLoqZ,"ld pinto beans. express grouches nag fluffily pending requests. even, even packages cajole f",23450.922,681050
13363,Customer#000013363,3758.11,12-982-955-4673,BRAZIL,"5M6q 9s,B3B3QtPdl0o5mdXZyTgjQZKvPlvE",sual foxes according to the bold instructions haggle regular frays. carefully bold deposits are pac,77724.0288,681468
13363,Customer#000013363,3758.11,12-982-955-4673,BRAZIL,"5M6q 9s,B3B3QtPdl0o5mdXZyTgjQZKvPlvE",sual foxes according to the bold instructions haggle regular frays. carefully bold deposits are pac,98720.9736,681468
13366,Customer#000013366,698.43,11-747-931-2053,ARGENTINA,1IaTlU7L2hqEBGELU0NUwvYaYq3pq9zI9EMT n,"al, unusual theodolites boost regular instructions. furiously final platelets cajole carefully.",27701.8752,681621
13366,Customer#000013366,698.43,11-747-931-2053,ARGENTINA,1IaTlU7L2hqEBGELU0NUwvYaYq3pq9zI9EMT n,"al, unusual theodolites boost regular instructions. furiously final platelets cajole carefully.",82403.7308,681621
13366,Customer#000013366,698.43,11-747-931-2053,ARGENTINA,1IaTlU7L2hqEBGELU0NUwvYaYq3pq9zI9EMT n,"al, unusual theodolites boost regular instructions. furiously final platelets cajole carefully.",100889.6444,681621
14536,Customer#000014536,5390.85,12-248-415-3761,BRAZIL,"STbFg6fYnRCp4idJDv14,cXq PWPSuKg6JmFehJz","al, silent instructions nag. even packages haggle. quickly even deposits sleep fluffi",53208.76,741291
14536,Customer#000014536,5390.85,12-248-415-3761,BRAZIL,"STbFg6fYnRCp4idJDv14,cXq PWPSuKg6JmFehJz","al, silent instructions nag. even packages haggle. quickly even deposits sleep fluffi",98839.312,741291
14536,Customer#000014536,5390.85,12-248-415-3761,BRAZIL,"STbFg6fYnRCp4idJDv14,cXq PWPSuKg6JmFehJz","al, silent instructions nag. even packages haggle. quickly even deposits sleep fluffi",141865.2334,741291
1084,Customer#000001084,1416.75,12-378-899-7136,BRAZIL,E091r836A8TPqn5,nstructions. fluffily pending pinto beans affix slyly; carefully pending requ,24890.2038,773266
14635,Customer#000014635,54.73,10-816-928-9955,ALGERIA,Rwjwz97j TgYSm46SM0j4ESAMATYRfNpjQG6LmV,"e. fluffily dogged Tiresias sleep bravely quickly regular accounts: pending, bold inst",38314.474799999996,746340
14560,Customer#000014560,7807.34,11-124-556-6859,ARGENTINA,WhllPJ1j7eHLBluLIVQWKf4ec7iXX1ZH,ests use. quickly furious realms boost according t,47010.834,742515
14560,Customer#000014560,7807.34,11-124-556-6859,ARGENTINA,WhllPJ1j7eHLBluLIVQWKf4ec7iXX1ZH,ests use. quickly furious realms boost according t,78321.4452,742515
14560,Customer#000014560,7807.34,11-124-556-6859,ARGENTINA,WhllPJ1j7eHLBluLIVQWKf4ec7iXX1ZH,ests use. quickly furious realms boost according t,95916.4044,742515
14560,Customer#000014560,7807.34,11-124-556-6859,ARGENTINA,WhllPJ1j7eHLBluLIVQWKf4ec7iXX1ZH,ests use. quickly furious realms boost according t,119468.0364,742515
14639,Customer#000014639,8550.64,11-776-278-6234,ARGENTINA,eT4AuGs4 q6g2cRy3g,heaves. furiously special accounts cajole. slyly regular pinto beans alongside of the even,2801.7209999999995,746544
14639,Customer#000014639,8550.64,11-776-278-6234,ARGENTINA,eT4AuGs4 q6g2cRy3g,heaves. furiously special accounts cajole. slyly regular pinto beans alongside of the even,75063.801,746544
14639,Customer#000014639,8550.64,11-776-278-6234,ARGENTINA,eT4AuGs4 q6g2cRy3g,heaves. furiously special accounts cajole. slyly regular pinto beans alongside of the even,103602.85,746544
14639,Customer#000014639,8550.64,11-776-278-6234,ARGENTINA,eT4AuGs4 q6g2cRy3g,heaves. furiously special accounts cajole. slyly regular pinto beans alongside of the even,129715.244,746544
14246,Customer#000014246,-20.28,12-445-200-7836,BRAZIL,XT7m0GeQMMKtthlH6Dgsc0MjiAMBE4OMz5abmB,deas. accounts wake slyly regular deposits. deposits wake. f,24042.4,726501
14246,Customer#000014246,-20.28,12-445-200-7836,BRAZIL,XT7m0GeQMMKtthlH6Dgsc0MjiAMBE4OMz5abmB,deas. accounts wake slyly regular deposits. deposits wake. f,89858.122,726501
14758,Customer#000014758,5376.69,11-453-548-6956,ARGENTINA,cH8K7Ac8jG5uudHtaHX6DgGMGUeqn,tions print carefully ironic instructions. regular foxes h,36044.036,752613
14758,Customer#000014758,5376.69,11-453-548-6956,ARGENTINA,cH8K7Ac8jG5uudHtaHX6DgGMGUeqn,tions print carefully ironic instructions. regular foxes h,37525.2191,752613
11413,Customer#000011413,3590.87,12-483-451-7657,BRAZIL,0lpC5WSlHH3Xd LSkh,egrate against the slowly regular packages! furiously special packages cajole quickly to t,14972.0142,800229
11413,Customer#000011413,3590.87,12-483-451-7657,BRAZIL,0lpC5WSlHH3Xd LSkh,egrate against the slowly regular packages! furiously special packages cajole quickly to t,64221.3442,800232
2026,Customer#000002026,5134.68,11-558-455-6527,ARGENTINA,mTC9jqYW74ITRi0KJyboE,ial platelets integrate quickly above the bli,41012.1432,810022
1183,Customer#000001183,4455.76,11-968-244-9275,ARGENTINA,"qdIqRUfpmvtWo0NGsyi4qyjkwzlImP9,NrSC",arefully regular dependencies. quick,4058.2877999999996,802983
15235,Customer#000015235,9914.39,12-762-685-8436,BRAZIL,1BlmTW0N0NYAdeGzbEjxnlmzIbA2,ly regular platelets are across the fluffily final deposits. even dependencies sleep. pending asympt,26450.141900000002,776940
